file,file_type,csv_size_estimate_uncompressed,csv_size_bytes_uncompressed,zip_compressed_size,rows_cases,columns_variables,multi_sheet,summary_20_words_or_less,columns,brief_data_dictionary
IPFQR_QualityMeasures_State.csv,csv,47.5 KB,48662,4.1 KB,52,44,No (CSV),IPFQR QualityMeasures State: 52 cases and 44 variables covering IPFQR QualityMeasures State metrics at state level.,State; HBIPS-2 Measure Description; S HBIPS-2 Overall Rate Per 1000; S HBIPS-2 Overall Num; S HBIPS-2 Overall Den; HBIPS-3 Measure Description; S HBIPS-3 Overall Rate Per 1000; S HBIPS-3 Overall Num; S HBIPS-3 Overall Den; SMD Measure Description; S SMD %; SUB-2/-2a Measure Description; S SUB-2 %; S SUB-2a %; SUB-3/-3a Measure Description; S SUB-3 %; S SUB-3a %; TOB-3/-3a Measure Description; S TOB-3 %; S TOB-3a %; TR-1 Measure Description; S TR-1 %; Start Date; End Date; FAPH Measure Description; S FAPH-30 %; S FAPH-7 %; FAPH Measure Start Date; FAPH Measure End Date; MedCont Measure Description; S MedCont %; MedCont Measure Start Date; MedCont Measure End Date; READM-30-IPF Measure Desc; S READM-30-IPF # IPFs Worse; S READM-30-IPF # IPFs Same; S READM-30-IPF # IPFs Better; S READM-30-IPF # IPFs Too Few; READM-30-IPF Start Date; READM-30-IPF End Date; IMM-2 Measure Description; S IMM-2 %; Flu Season Start Date; Flu Season End Date,"State (text; e.g., AK) | HBIPS-2 Measure Description (categorical/text; e.g., Hours of physical-restraint use) | S HBIPS-2 Overall Rate Per 1000 (number; e.g., 0.12) | S HBIPS-2 Overall Num (number; e.g., 160.14) | S HBIPS-2 Overall Den (integer; e.g., 53616) | HBIPS-3 Measure Description (categorical/text; e.g., Hours of seclusion use) | S HBIPS-3 Overall Rate Per 1000 (number; e.g., 0.34) | S HBIPS-3 Overall Num (number; e.g., 435.1) | S HBIPS-3 Overall Den (integer; e.g., 53616) | SMD Measure Description (categorical/text; e.g., Screening for metabolic disorders (SMD)) | S SMD % (integer; e.g., 89) | SUB-2/-2a Measure Description (categorical/text; e.g., Alcohol use brief intervention provided ) | S SUB-2 % (integer; e.g., 50) | S SUB-2a % (integer; e.g., 33) | SUB-3/-3a Measure Description (categorical/text; e.g., Alcohol and other drug use disorder trea) | S SUB-3 % (integer; e.g., 77) | S SUB-3a % (integer; e.g., 63) | TOB-3/-3a Measure Description (categorical/text; e.g., Tobacco use treatment provided or offere) | S TOB-3 % (integer; e.g., 68) | S TOB-3a % (integer; e.g., 1) | TR-1 Measure Description (categorical/text; e.g., Transition record with specified element) | S TR-1 % (integer; e.g., 37) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024) | FAPH Measure Description (categorical/text; e.g., Percent of patients receiving follow-up ) | ... 19 more variables"
HCAHPS-Hospital.csv,csv,100.64 MB,105529630,2.10 MB,325856,22,No (CSV),"HCAHPS - Hospital: 325,856 cases and 22 variables covering HCAHPS metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; HCAHPS Measure ID; HCAHPS Question; HCAHPS Answer Description; Patient Survey Star Rating; Patient Survey Star Rating Footnote; HCAHPS Answer Percent; HCAHPS Answer Percent Footnote; HCAHPS Linear Mean Value; Number of Completed Surveys; Number of Completed Surveys Footnote; Survey Response Rate Percent; Survey Response Rate Percent Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (categorical/text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (categorical/text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (categorical/text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (categorical/text; e.g., HOUSTON) | Telephone Number (categorical/text; e.g., (334) 793-8701) | HCAHPS Measure ID (text; e.g., H_COMP_1_A_P) | HCAHPS Question (text; e.g., Patients who reported that their nurses ) | HCAHPS Answer Description (text; e.g., Nurses ""always"" communicated well) | Patient Survey Star Rating (categorical/text; e.g., Not Applicable) | Patient Survey Star Rating Footnote (integer; e.g., 15) | HCAHPS Answer Percent (text; e.g., 76) | HCAHPS Answer Percent Footnote (categorical/text; e.g., 6) | HCAHPS Linear Mean Value (categorical/text; e.g., Not Applicable) | Number of Completed Surveys (integer; e.g., 952) | Number of Completed Surveys Footnote (categorical/text; e.g., 6) | Survey Response Rate Percent (integer; e.g., 17) | Survey Response Rate Percent Footnote (categorical/text; e.g., 6) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
hvbp_safety.csv,csv,1.35 MB,1414888,193.3 KB,2455,58,No (CSV),"hvbp safety: 2,455 cases and 58 variables covering HVBP metrics.",Fiscal Year; Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; HAI-1 Achievement Threshold; HAI-1 Benchmark; HAI-1 Baseline Rate; HAI-1 Performance Rate; HAI-1 Achievement Points; HAI-1 Improvement Points; HAI-1 Measure Score; HAI-2 Achievement Threshold; HAI-2 Benchmark; HAI-2 Baseline Rate; HAI-2 Performance Rate; HAI-2 Achievement Points; HAI-2 Improvement Points; HAI-2 Measure Score; Combined SSI Measure Score; HAI-3 Achievement Threshold; HAI-3 Benchmark; HAI-3 Baseline Rate; HAI-3 Performance Rate; HAI-3 Achievement Points; HAI-3 Improvement Points; HAI-3 Measure Score; HAI-4 Achievement Threshold; HAI-4 Benchmark; HAI-4 Baseline Rate; HAI-4 Performance Rate; HAI-4 Achievement Points; HAI-4 Improvement Points; HAI-4 Measure Score; HAI-5 Achievement Threshold; HAI-5 Benchmark; HAI-5 Baseline Rate; HAI-5 Performance Rate; HAI-5 Achievement Points; HAI-5 Improvement Points; HAI-5 Measure Score; HAI-6 Achievement Threshold; HAI-6 Benchmark; HAI-6 Baseline Rate; HAI-6 Performance Rate; HAI-6 Achievement Points; HAI-6 Improvement Points; HAI-6 Measure Score; SEP-1 Achievement Threshold; SEP-1 Benchmark; SEP-1 Baseline Rate; SEP-1 Performance Rate; SEP-1 Achievement Points; SEP-1 Improvement Points; SEP-1 Measure Score,"Fiscal Year (integer; e.g., 2026) | Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | HAI-1 Achievement Threshold (number; e.g., 0.760) | HAI-1 Benchmark (number; e.g., 0.000) | HAI-1 Baseline Rate (text; e.g., 1.136) | HAI-1 Performance Rate (text; e.g., 0.530) | HAI-1 Achievement Points (categorical/text; e.g., 3 out of 10) | HAI-1 Improvement Points (categorical/text; e.g., 5 out of 9) | HAI-1 Measure Score (categorical/text; e.g., 5 out of 10) | HAI-2 Achievement Threshold (number; e.g., 0.615) | HAI-2 Benchmark (number; e.g., 0.000) | HAI-2 Baseline Rate (text; e.g., 0.437) | HAI-2 Performance Rate (text; e.g., 0.086) | HAI-2 Achievement Points (categorical/text; e.g., 8 out of 10) | HAI-2 Improvement Points (categorical/text; e.g., 8 out of 9) | HAI-2 Measure Score (categorical/text; e.g., 8 out of 10) | Combined SSI Measure Score (categorical/text; e.g., 4 out of 10) | HAI-3 Achievement Threshold (number; e.g., 0.747) | HAI-3 Benchmark (number; e.g., 0.000) | ... 33 more variables"
Outpatient_Imaging_Efficiency-National.csv,csv,398 B,398,245 B,4,6,No (CSV),Outpatient Imaging Efficiency - National: 4 cases and 6 variables covering Imaging metrics at national level.,Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"Measure ID (text; e.g., OP_10) | Measure Name (text; e.g., Abdomen CT Use of Contrast Material) | Score (number; e.g., 5.9) | Footnote (empty/unknown; e.g., ) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
Promoting_Interoperability-Hospital.csv,csv,632.4 KB,647563,179.9 KB,4628,12,No (CSV),"Promoting Interoperability - Hospital: 4,628 cases and 12 variables covering Interoperability metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; CEHRT ID; Meets criteria for promoting interoperability of EHRs; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | CEHRT ID (text; e.g., 0015CFH8CSZ4V7K) | Meets criteria for promoting interoperability of EHRs (categorical/text; e.g., Y) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
Birthing_Friendly_Hospitals_Geocoded.csv,csv,203.8 KB,208725,75.5 KB,2263,7,No (CSV),"Birthing Friendly Hospitals Geocoded: 2,263 cases and 7 variables covering Birthing Friendly Hospitals Geocoded metrics at hospital level.",name; addr; city; state; zip; lat; lon,"name (text; e.g., Southeast Health Medical Center) | addr (text; e.g., 1108 Ross Clark Circle) | city (text; e.g., Dothan) | state (categorical/text; e.g., AL) | zip (integer; e.g., 36301) | lat (number; e.g., 31.21335) | lon (number; e.g., -85.36203)"
Outpatient_Imaging_Efficiency-State.csv,csv,18.8 KB,19272,1.4 KB,224,7,No (CSV),Outpatient Imaging Efficiency - State: 224 cases and 7 variables covering Imaging metrics at state level.,State; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"State (text; e.g., AK) | Measure ID (categorical/text; e.g., OP_10) | Measure Name (categorical/text; e.g., Abdomen CT Use of Contrast Material) | Score (text; e.g., 4.6) | Footnote (integer; e.g., 5) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
Timely_and_Effective_Care-National.csv,csv,13.5 KB,13805,1.5 KB,45,8,No (CSV),Timely and Effective Care - National: 45 cases and 8 variables covering Timely metrics at national level.,Measure ID; Measure Name; Condition; Category; Score; Footnote; Start Date; End Date,"Measure ID (text; e.g., IMM_3) | Measure Name (text; e.g., Healthcare workers given influenza vacci) | Condition (categorical/text; e.g., Healthcare Personnel Vaccination) | Category (categorical/text; e.g., Healthcare workers given influenza vacci) | Score (integer; e.g., 78) | Footnote (categorical/text; e.g., 25, 26) | Start Date (date; e.g., 10/01/2024) | End Date (date; e.g., 03/31/2025)"
PCH_HCAHPS_HOSPITAL.csv,csv,241.0 KB,246750,6.9 KB,748,22,No (CSV),PCH HCAHPS HOSPITAL: 748 cases and 22 variables covering HCAHPS metrics at hospital level.,Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; HCAHPS Measure ID; HCAHPS Question; HCAHPS Answer Description; Patient Survey Star Rating; Patient Survey Star Rating Footnote; HCAHPS Answer Percent; HCAHPS Answer Percent Footnote; HCAHPS Linear Mean Value; Number of Completed Surveys; Number of Completed Surveys Footnote; Survey Response Rate Percent; Survey Response Rate Percent Footnote; Start Date; End Date,"Facility ID (integer; e.g., 050146) | Facility Name (categorical/text; e.g., CITY OF HOPE HELFORD CLINICAL RESEARCH H) | Address (categorical/text; e.g., 1500 E DUARTE ROAD) | City/Town (categorical/text; e.g., DUARTE) | State (categorical/text; e.g., CA) | ZIP Code (integer; e.g., 91010) | County/Parish (categorical/text; e.g., LOS ANGELES) | Telephone Number (categorical/text; e.g., (626) 359-8111) | HCAHPS Measure ID (text; e.g., H_COMP_1_A_P) | HCAHPS Question (text; e.g., Patients who reported that their nurses ) | HCAHPS Answer Description (text; e.g., Nurses ""always"" communicated well) | Patient Survey Star Rating (categorical/text; e.g., Not Applicable) | Patient Survey Star Rating Footnote (integer; e.g., 15) | HCAHPS Answer Percent (text; e.g., 83) | HCAHPS Answer Percent Footnote (integer; e.g., 6) | HCAHPS Linear Mean Value (categorical/text; e.g., Not Applicable) | Number of Completed Surveys (integer; e.g., 1385) | Number of Completed Surveys Footnote (integer; e.g., 6) | Survey Response Rate Percent (integer; e.g., 19) | Survey Response Rate Percent Footnote (integer; e.g., 6) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
PCH_Complications_Unplanned_Hospital_Visits_NATIONAL.csv,csv,592 B,592,307 B,4,9,No (CSV),PCH Complications Unplanned Hospital Visits NATIONAL: 4 cases and 9 variables covering Complications metrics at hospital level.,Measure ID; Measure Description; National Rate; Better; No Different; Worse; Too Small; Start Date; End Date,"Measure ID (text; e.g., PCH-30) | Measure Description (text; e.g., Admissions for Patients Receiving Outpat) | National Rate (number; e.g., 13) | Better (text; e.g., 1) | No Different (text; e.g., 8) | Worse (categorical/text; e.g., 2) | Too Small (categorical/text; e.g., 0) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
Healthcare_Associated_Infections-State.csv,csv,99.0 KB,101369,6.5 KB,1008,7,No (CSV),"Healthcare Associated Infections - State: 1,008 cases and 7 variables covering Infections metrics at state level.",State; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"State (categorical/text; e.g., AK) | Measure ID (categorical/text; e.g., HAI_1_CILOWER) | Measure Name (categorical/text; e.g., Central Line Associated Bloodstream Infe) | Score (text; e.g., 0.430) | Footnote (integer; e.g., 5) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
PCH_HEALTHCARE_ASSOCIATED_INFECTIONS_HOSPITAL.csv,csv,65.2 KB,66719,3.5 KB,308,14,No (CSV),PCH HEALTHCARE ASSOCIATED INFECTIONS HOSPITAL: 308 cases and 14 variables covering Infections metrics at hospital level.,Facility ID; Facility Name; Hospital Type; Address; City/Town; State; ZIP Code; County/Parish; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 050146) | Facility Name (categorical/text; e.g., CITY OF HOPE HELFORD CLINICAL RESEARCH H) | Hospital Type (categorical/text; e.g., Acute Care Hospitals) | Address (categorical/text; e.g., 1500 E DUARTE ROAD) | City/Town (categorical/text; e.g., DUARTE) | State (categorical/text; e.g., CA) | ZIP Code (integer; e.g., 91010) | County/Parish (categorical/text; e.g., LOS ANGELES) | Measure ID (text; e.g., PCH_26_DOPC) | Measure Name (text; e.g., Clostridium Difficile (C.Diff): Patient ) | Score (text; e.g., 76313) | Footnote (integer; e.g., 12) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
CMS_PSI_6_decimal_file.csv,csv,8.50 MB,8918002,532.7 KB,52360,13,No (CSV),"CMS PSI 6 decimal file: 52,360 cases and 13 variables covering CMS PSI 6 decimal file metrics.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Measure ID; Measure Name; Rate; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (categorical/text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (categorical/text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (categorical/text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (categorical/text; e.g., HOUSTON) | Measure ID (categorical/text; e.g., PSI_03) | Measure Name (categorical/text; e.g., Pressure ulcer rate) | Rate (text; e.g., 0.130263) | Footnote (integer; e.g., 1) | Start Date (date; e.g., 07/01/2022) | End Date (date; e.g., 06/30/2024)"
PATIENT_REPORTED_OUTCOMES_FACILITY.csv,csv,1.19 MB,1243033,173.9 KB,4628,15,No (CSV),"PATIENT REPORTED OUTCOMES FACILITY: 4,628 cases and 15 variables covering PATIENT REPORTED OUTCOMES FACILITY metrics at facility level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Measure ID; Measure Name; Voluntary_Reporting; Score; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | Measure ID (categorical/text; e.g., THA/TKA PRO-PM) | Measure Name (categorical/text; e.g., Hospital-Level Total Hip Arthroplasty/To) | Voluntary_Reporting (categorical/text; e.g., No) | Score (categorical/text; e.g., Not Available) | Footnote (integer; e.g., 5) | Start Date (date; e.g., 01/01/2023) | End Date (date; e.g., 06/30/2023)"
Maternal_Health-Hospital.csv,csv,3.58 MB,3757935,259.1 KB,17959,15,No (CSV),"Maternal Health - Hospital: 17,959 cases and 15 variables covering Maternal metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Measure ID; Measure Name; Score; Sample; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | Measure ID (categorical/text; e.g., PC_02) | Measure Name (categorical/text; e.g., Cesarean Birth) | Score (categorical/text; e.g., Not Available) | Sample (categorical/text; e.g., Not Available) | Footnote (integer; e.g., 4) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
Medicare_Hospital_Spending_by_Claim.csv,csv,9.32 MB,9777544,673.8 KB,63646,13,No (CSV),"Medicare Hospital Spending by Claim: 63,646 cases and 13 variables covering Spending metrics at hospital level.",Facility Name; Facility ID; State; Period; Claim Type; Avg Spndg Per EP Hospital; Avg Spndg Per EP State; Avg Spndg Per EP National; Percent of Spndg Hospital; Percent of Spndg State; Percent of Spndg National; Start Date; End Date,"Facility Name (categorical/text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Facility ID (integer; e.g., 010001) | State (categorical/text; e.g., AL) | Period (categorical/text; e.g., 1 to 3 days Prior to Index Hospital Admi) | Claim Type (categorical/text; e.g., Home Health Agency) | Avg Spndg Per EP Hospital (integer; e.g., 25) | Avg Spndg Per EP State (integer; e.g., 22) | Avg Spndg Per EP National (integer; e.g., 19) | Percent of Spndg Hospital (text; e.g., 0.09%) | Percent of Spndg State (categorical/text; e.g., 0.08%) | Percent of Spndg National (categorical/text; e.g., 0.07%) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
VA_TE.csv,csv,363.5 KB,372273,18.6 KB,1452,17,No (CSV),"VA TE: 1,452 cases and 17 variables covering VA TE metrics.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Condition; Measure ID; Measure Name; STTag; Score; Sample; Footnote; Start Date; End Date,"Facility ID (categorical/text; e.g., 01014F) | Facility Name (categorical/text; e.g., BIRMINGHAM VA MEDICAL CENTER) | Address (categorical/text; e.g., 700 SOUTH 19TH STREET) | City/Town (categorical/text; e.g., BIRMINGHAM) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 35233) | County/Parish (categorical/text; e.g., JEFFERSON) | Telephone Number (categorical/text; e.g., (205) 933-4515) | Condition (categorical/text; e.g., Emergency Department) | Measure ID (categorical/text; e.g., EDV) | Measure Name (categorical/text; e.g., Emergency department volume) | STTag (categorical/text; e.g., Text) | Score (text; e.g., low) | Sample (text; e.g., 3383) | Footnote (categorical/text; e.g., 5) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
hvbp_clinical_outcomes.csv,csv,1.27 MB,1334947,201.3 KB,2455,50,No (CSV),"hvbp clinical outcomes: 2,455 cases and 50 variables covering HVBP metrics.",Fiscal Year; Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; MORT-30-AMI Achievement Threshold; MORT-30-AMI Benchmark; MORT-30-AMI Baseline Rate; MORT-30-AMI Performance Rate; MORT-30-AMI Achievement Points; MORT-30-AMI Improvement Points; MORT-30-AMI Measure Score; MORT-30-HF Achievement Threshold; MORT-30-HF Benchmark; MORT-30-HF Baseline Rate; MORT-30-HF Performance Rate; MORT-30-HF Achievement Points; MORT-30-HF Improvement Points; MORT-30-HF Measure Score; MORT-30-PN Achievement Threshold; MORT-30-PN Benchmark; MORT-30-PN Baseline Rate; MORT-30-PN Performance Rate; MORT-30-PN Achievement Points; MORT-30-PN Improvement Points; MORT-30-PN Measure Score; MORT-30-COPD Achievement Threshold; MORT-30-COPD Benchmark; MORT-30-COPD Baseline Rate; MORT-30-COPD Performance Rate; MORT-30-COPD Achievement Points; MORT-30-COPD Improvement Points; MORT-30-COPD Measure Score; MORT-30-CABG Achievement Threshold; MORT-30-CABG Benchmark; MORT-30-CABG Baseline Rate; MORT-30-CABG Performance Rate; MORT-30-CABG Achievement Points; MORT-30-CABG Improvement Points; MORT-30-CABG Measure Score; COMP-HIP-KNEE Achievement Threshold; COMP-HIP-KNEE Benchmark; COMP-HIP-KNEE Baseline Rate; COMP-HIP-KNEE Performance Rate; COMP-HIP-KNEE Achievement Points; COMP-HIP-KNEE Improvement Points; COMP-HIP-KNEE Measure Score,"Fiscal Year (integer; e.g., 2026) | Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | MORT-30-AMI Achievement Threshold (number; e.g., 0.874426) | MORT-30-AMI Benchmark (number; e.g., 0.890687) | MORT-30-AMI Baseline Rate (text; e.g., 0.882417) | MORT-30-AMI Performance Rate (text; e.g., 0.884842) | MORT-30-AMI Achievement Points (categorical/text; e.g., 6 out of 10) | MORT-30-AMI Improvement Points (categorical/text; e.g., 2 out of 9) | MORT-30-AMI Measure Score (categorical/text; e.g., 6 out of 10) | MORT-30-HF Achievement Threshold (number; e.g., 0.885949) | MORT-30-HF Benchmark (number; e.g., 0.912874) | MORT-30-HF Baseline Rate (text; e.g., 0.884091) | MORT-30-HF Performance Rate (text; e.g., 0.885556) | MORT-30-HF Achievement Points (categorical/text; e.g., 0 out of 10) | MORT-30-HF Improvement Points (categorical/text; e.g., 0 out of 9) | MORT-30-HF Measure Score (categorical/text; e.g., 0 out of 10) | MORT-30-PN Achievement Threshold (number; e.g., 0.843369) | MORT-30-PN Benchmark (number; e.g., 0.877097) | MORT-30-PN Baseline Rate (text; e.g., 0.843955) | ... 25 more variables"
IPFQR_QualityMeasures_Facility.csv,csv,1.58 MB,1661292,160.1 KB,1424,78,No (CSV),"IPFQR QualityMeasures Facility: 1,424 cases and 78 variables covering IPFQR QualityMeasures Facility metrics at facility level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; HBIPS-2 Measure Description; HBIPS-2 Overall Rate Per 1000; HBIPS-2 Overall Num; HBIPS-2 Overall Den; HBIPS-2 Overall Footnote; HBIPS-3 Measure Description; HBIPS-3 Overall Rate Per 1000; HBIPS-3 Overall Num; HBIPS-3 Overall Den; HBIPS-3 Overall Footnote; SMD Measure Description; SMD %; SMD Denominator; SMD Footnote; SUB-2/-2a Measure Description; SUB-2 %; SUB-2 Denominator; SUB-2 Footnote; SUB-2a %; SUB-2a Denominator; SUB-2a Footnote; SUB-3/-3a Measure Description; SUB-3 %; SUB-3 Denominator; SUB-3 Footnote; SUB-3a %; SUB-3a Denominator; SUB-3a Footnote; TOB-3/-3a Measure Description; TOB-3 %; TOB-3 Denominator; TOB-3 Footnote; TOB-3a %; TOB-3a Denominator; TOB-3a Footnote; TR-1 Measure Description; TR-1 %; TR-1 Denominator; TR-1 Footnote; Start Date; End Date; FAPH Measure Description; FAPH-30 %; FAPH-30 Denominator; FAPH-30 Footnote; FAPH-7 %; FAPH-7 Denominator; FAPH-7 Footnote; FAPH Measure Start Date; FAPH Measure End Date; MedCont Measure Desc; MedCont %; MedCont Denominator; MedCont Footnote; MedCont Measure Start Date; MedCont Measure End Date; READM-30-IPF Measure Desc; READM-30-IPF Category; READM-30-IPF Denominator; READM-30-IPF Rate; READM-30-IPF Lower Estimate; READM-30-IPF Higher Estimate; READM-30-IPF Footnote; READM-30-IPF Start Date; READM-30-IPF End Date; IMM-2 Measure Description; IMM-2 %; IMM-2 Denominator; IMM-2 Footnote; Flu Season Start Date; Flu Season End Date,"Facility ID (integer; e.g., 010007) | Facility Name (text; e.g., MIZELL MEMORIAL HOSPITAL) | Address (text; e.g., 702 N MAIN ST) | City/Town (text; e.g., OPP) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36467) | County/Parish (text; e.g., COVINGTON) | HBIPS-2 Measure Description (categorical/text; e.g., Hours of physical-restraint use) | HBIPS-2 Overall Rate Per 1000 (text; e.g., 0.00) | HBIPS-2 Overall Num (text; e.g., 0) | HBIPS-2 Overall Den (text; e.g., 3) | HBIPS-2 Overall Footnote (integer; e.g., 5) | HBIPS-3 Measure Description (categorical/text; e.g., Hours of seclusion use) | HBIPS-3 Overall Rate Per 1000 (text; e.g., 25.69) | HBIPS-3 Overall Num (text; e.g., 1.85) | HBIPS-3 Overall Den (text; e.g., 3) | HBIPS-3 Overall Footnote (integer; e.g., 5) | SMD Measure Description (categorical/text; e.g., Screening for metabolic disorders (SMD)) | SMD % (text; e.g., 98) | SMD Denominator (text; e.g., 109) | SMD Footnote (integer; e.g., 5) | SUB-2/-2a Measure Description (categorical/text; e.g., Alcohol use brief intervention provided ) | SUB-2 % (text; e.g., 24) | SUB-2 Denominator (text; e.g., 17) | SUB-2 Footnote (integer; e.g., 1) | ... 53 more variables"
PCH_HCAHPS_STATE.csv,csv,553.7 KB,566992,15.9 KB,2856,7,No (CSV),"PCH HCAHPS STATE: 2,856 cases and 7 variables covering HCAHPS metrics at state level.",State; Measure ID; HCAHPS Question; HCAHPS Answer Description; HCAHPS Answer Percent; Start Date; End Date,"State (categorical/text; e.g., AK) | Measure ID (text; e.g., H_COMP_1_A_P) | HCAHPS Question (text; e.g., Patients who reported that their nurses ) | HCAHPS Answer Description (text; e.g., Nurses ""always"" communicated well) | HCAHPS Answer Percent (text; e.g., 80) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
PCH_Palliative_Care_NATIONAL.csv,csv,555 B,555,234 B,4,5,No (CSV),PCH Palliative Care NATIONAL: 4 cases and 5 variables covering Palliative metrics at national level.,Measure ID; Measure Description; National Rate; Start Date; End Date,"Measure ID (text; e.g., PCH-32) | Measure Description (text; e.g., Proportion of patients who died from can) | National Rate (number; e.g., 4.4) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
PCH_Palliative_Care_HOSPITAL.csv,csv,10.6 KB,10878,1.3 KB,44,15,No (CSV),PCH Palliative Care HOSPITAL: 44 cases and 15 variables covering Palliative metrics at hospital level.,Facility ID; Facility Name; Hospital Type; Address; City/Town; State; ZIP Code; County/Parish; Measure ID; Measure Description; Total Cases; Rate; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 050146) | Facility Name (categorical/text; e.g., CITY OF HOPE HELFORD CLINICAL RESEARCH H) | Hospital Type (categorical/text; e.g., Acute Care Hospitals) | Address (categorical/text; e.g., 1500 E DUARTE ROAD) | City/Town (categorical/text; e.g., DUARTE) | State (categorical/text; e.g., CA) | ZIP Code (integer; e.g., 91010) | County/Parish (categorical/text; e.g., LOS ANGELES) | Measure ID (categorical/text; e.g., PCH-32) | Measure Description (categorical/text; e.g., Proportion of patients who died from can) | Total Cases (integer; e.g., 767) | Rate (number; e.g., 4.6) | Footnote (empty/unknown; e.g., ) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
